"SampleFk","TripID","StationID","CollectionDateTime","SampleType","QAQCType","QAQCMatchingSampleFk","Notes","SurfaceFk"
16864,"LP891127",,,"Major Ions","EB",,,
16915,"LP930201",,,"Major Ions","EB",,,
16924,"LP930517",,,"Major Ions","EB",,,
16912,"LP930201",,,"Major Ions","EB",,,
16921,"LP930517",,,"Major Ions","EB",,,
16935,"LP930802",,,"Major Ions","EB",,,
16939,"LP930802",,,"Major Ions","EB",,,
16943,"LP930802",,,"Major Ions","EB",,,
16957,"LP940203",,,"Major Ions","EB",,,
16951,"LP931005",,,"Major Ions","EB",,,
16948,"LP931005",,,"Major Ions","EB",,,
16966,"LP940510",,,"Major Ions","RB",,,
16968,"LP940510",,,"Major Ions","RB",,,
16976,"LP940510",,,"Major Ions","EB",,,
16992,"LP950223",,,"Major Ions","RB",,,
16993,"LP950223",,,"Major Ions","RB",,,
17002,"LP950606",,,"Major Ions","RB",,,
16985,"LP941204",,,"Major Ions","RB",,,
16986,"LP941204",,,"Major Ions","RB",,,
16987,"LP941204",,,"Major Ions","EB",,,
17000,"LP950223",,,"Major Ions","EB",,,
17010,"LP950606",,,"Major Ions","EB",,,
17021,"LP950907",,,"Major Ions","RB",,,
17022,"LP951211",,,"Major Ions","EB",,,
17023,"LP951211",,,"Major Ions","RB",,,
17024,"LP951211",,,"Major Ions","RB",,,
17013,"LP950606",,,"Major Ions","RB",,,
17014,"LP950907",,,"Major Ions","RB",,,
17018,"LP950907",,,"Major Ions","EB",,,
17029,"LP960228",,,"Major Ions","RB",,,
17039,"LP960604",,,"Major Ions","EB",,,
17040,"LP960604",,,"Major Ions","RB",,,
17032,"LP960228",,,"Major Ions","EB",,,
17052,"LP960924",,,"Major Ions","RB",,,
17053,"LP960924",,,"Major Ions","EB",,,
17036,"LP960604",,,"Major Ions","RB",,,
17056,"LP970220",,,"Major Ions","RB",,,
17064,"LP970603",,,"Major Ions","EB",,,
17065,"LP970603",,,"Major Ions","RB",,,
17061,"LP970603",,,"Major Ions","RB",,,
17068,"LP970924",,,"Major Ions","RB",,,
17073,"LP971211",,,"Major Ions","RB",,,
17074,"LP980227",,,"Major Ions","RB",,,
17079,"LP980227",,,"Major Ions","EB",,,
17080,"LP980227",,,"Major Ions","RB",,,
17081,"LP980509",,,"Major Ions","RB",,,
17087,"LP980509",,,"Major Ions","EB",,,
17088,"LP980509",,,"Major Ions","RB",,,
17089,"LP980816",,,"Major Ions","RB",,,
17097,"LP980816",,,"Major Ions","RB",,,
17098,"LP980816",,,"Major Ions","EB",,,
17099,"LP981210",,,"Major Ions","RB",,,
17103,"LP981210",,,"Major Ions","EB",,,
17104,"LP981210",,,"Major Ions","RB",,,
17107,"LP990225",,,"Major Ions","RB",,,
17113,"LP990225",,,"Major Ions","RB",,,
17114,"LP990225",,,"Major Ions","EB",,,
17115,"LP990624",,,"Major Ions","RB",,,
17071,"LP970924",,,"Major Ions","RB",,,
17121,"LP990910",,,"Major Ions","RB",,,
17127,"LP990910",,,"Major Ions","RB",,,
17128,"LP990910",,,"Major Ions","EB",,,
17129,"LP991206",,,"Major Ions","RB",,,
17132,"LP991206",,,"Major Ions","RB",,,
17133,"LP991206",,,"Major Ions","EB",,,
17141,"LP000225",,,"Major Ions","RB",,,
17142,"LP000225",,,"Major Ions","EB",,,
17143,"LP000522",,,"Major Ions","RB",,,
17150,"LP000522",,,"Major Ions","RB",,,
17151,"LP000522",,,"Major Ions","EB",,,
17152,"LP000825",,,"Major Ions","RB",,,
17136,"LP000225",,,"Major Ions","RB",,,
17159,"LP000825",,,"Major Ions","EB",,,
17160,"LP000825",,,"Major Ions","RB",,,
17161,"LP001208",,,"Major Ions","RB",,,
17167,"LP001208",,,"Major Ions","EB",,,
17168,"LP001208",,,"Major Ions","RB",,,
17170,"LP010304",,,"Major Ions","RB",,,
17177,"LP010304",,,"Major Ions","RB",,,
17178,"LP010304",,,"Major Ions","EB",,,
17179,"LP010602",,,"Major Ions","RB",,,
17184,"LP010602",,,"Major Ions","RB",,,
17185,"LP010602",,,"Major Ions","EB",,,
17186,"LP010822",,,"Major Ions","RB",,,
17192,"LP010822",,,"Major Ions","RB",,,
17193,"LP010822",,,"Major Ions","EB",,,
17194,"LP010822",,,"Major Ions","RB",,,
17195,"LP011129",,,"Major Ions","RB",,,
17201,"LP011129",,,"Major Ions","RB",,,
17202,"LP011129",,,"Major Ions","EB",,,
17203,"LP020301",,,"Major Ions","RB",,,
17207,"LP020301",,,"Major Ions","RB",,,
17208,"LP020301",,,"Major Ions","RB",,,
17209,"LP020301",,,"Major Ions","EB",,,
17210,"LP020401",,,"Major Ions","EB",,,
17214,"LP020530",,,"Major Ions","RB",,,
17218,"LP020530",,,"Major Ions","RB",,,
17219,"LP020530",,,"Major Ions","EB",,,
17220,"LP020711",,,"Major Ions","EB",,,
17222,"LP020805",,,"Major Ions","EB",,,
17227,"LP020822",,,"Major Ions","RB",,,
17230,"LP020822",,,"Major Ions","RB",,,
17231,"LP020822",,,"Major Ions","EB",,,
17233,"LP020918",,,"Major Ions","EB",,,
17235,"LP021016",,,"Major Ions","EB",,,
17239,"LP021207",,,"Major Ions","RB",,,
17243,"LP021207",,,"Major Ions","RB",,,
17244,"LP030117",,,"Major Ions","EB",,,
17247,"LP030204",,,"Major Ions","RB",,,
17248,"LP030306",,,"Major Ions","RB",,,
17251,"LP030401",,,"Major Ions","EB",,,
17252,"LP030507",,,"Major Ions","EB",,,
17253,"LP030528",,,"Major Ions","EB",,,
17254,"LP030618",,,"Major Ions","EB",,,
17257,"LP030618",,,"Major Ions","EB",,,
17258,"LP030717",,,"Major Ions","EB",,,
17259,"LP030807",,,"Major Ions","EB",,,
17260,"LP030904",,,"Major Ions","RB",,,
17263,"LP030904",,,"Major Ions","RB",,,
17264,"LP030930",,,"Major Ions","EB",,,
17265,"LP031119",,,"Major Ions","EB",,,
17266,"LP031203",,,"Major Ions","RB",,,
17269,"LP031203",,,"Major Ions","EB",,,
17270,"LP040108",,,"Major Ions","RB",,,
17271,"LP040205",,,"Major Ions","EB",,,
17272,"LP040311",,,"Major Ions","RB",,,
17275,"LP040311",,,"Major Ions","EB",,,
17276,"LP040407",,,"Major Ions","RB",,,
17277,"LP040503",,,"Major Ions","RB",,,
17278,"LP040604",,,"Major Ions","RB",,,
17279,"LP040604",,,"Major Ions","EB",,,
17282,"LP040701",,,"Major Ions","RB",,,
17283,"LP040826",,,"Major Ions","RB",,,
17284,"LP040909",,,"Major Ions","RB",,,
17287,"LP040909",,,"Major Ions","EB",,,
17288,"LP041006",,,"Major Ions","RB",,,
17237,"LP021113",,,"Major Ions","EB",,,
17292,"LP041203",,,"Major Ions","RB",,,
17293,"LP041203",,,"Major Ions","EB",,,
17296,"LP050302",,,"Major Ions","RB",,,
17300,"LP050302",,,"Major Ions","RB",,,
17303,"LP050604",,,"Major Ions","RB",,,
17308,"LP050908",,,"Major Ions","RB",,,
17316,"LP051209",,,"Major Ions","RB",,,
17319,"LP051209",,,"Major Ions","RB",,,
17320,"LP051209",,,"Major Ions","EB",,,
17324,"LP060311",,,"Major Ions","EB",,,
17329,"LP060311",,,"Major Ions","EB",,,
17375,"LP080226",,,"Major Ions","RB",,,
17377,"LP080226",,,"Major Ions","EB",,,
17420,"LP110815",,,"Major Ions","EB",,,
17451,"LP121201",,,"Major Ions","EB",,,
17465,"LP130321",,,"Major Ions","RB",,,
17496,"LP151216",,,"Major Ions","EB",,,
17497,"LP151216",,,"Major Ions","EB",,,
25310,"LP180207",,,"Major Ions","RB",,,
25311,"LP180207",,,"Major Ions","EB",,,
25318,"LP190208",,,"Major Ions","RB",,,
25319,"LP190208",,,"Major Ions","EB",,,
25305,"LP180126",,,"Major Ions","EB",,,
25306,"LP180126",,,"Major Ions","RB",,,
25307,"LP180126",,,"Major Ions","RB",,,
25332,"LP190320",,,"Major Ions","RB",,,
25333,"LP190320",,,"Major Ions","EB",,,
25328,"LP180322",,,"Major Ions","RB",,,
25329,"LP180322",,,"Major Ions","EB",,,
25356,"LP190320",,,"Major Ions","RB",,,
25357,"LP190320",,,"Major Ions","EB",,,
25406,"LP190419",,,"Major Ions","RB",,,
25407,"LP190419",,,"Major Ions","EB",,,
25403,"LP180322",,,"Major Ions","EB",,,
25404,"LP180322",,,"Major Ions","RB",,,
25419,"LP180423",,,"Major Ions","RB",,,
25420,"LP180423",,,"Major Ions","EB",,,
25423,"LP180515",,,"Major Ions","RB",,,
25424,"LP180515",,,"Major Ions","EB",,,
25434,"LP190517",,,"Major Ions","EB",,,
25435,"LP190517",,,"Major Ions","RB",,,
25443,"LP180605",,,"Major Ions","RB",,,
25444,"LP180605",,,"Major Ions","EB",,,
25482,"LP190605",,,"Major Ions","RB",,,
25522,"LP180703",,,"Major Ions","RB",,,
25523,"LP180703",,,"Major Ions","EB",,,
25532,"LP190702",,,"Major Ions","RB",,,
25533,"LP190702",,,"Major Ions","EB",,,
25546,"LP180808",,,"Major Ions","RB",,,
25547,"LP180808",,,"Major Ions","EB",,,
25542,"LP190801",,,"Major Ions","EB",,,
25543,"LP190801",,,"Major Ions","RB",,,
25563,"LP190822",,,"Major Ions","EB",,,
25598,"LP190910",,,"Major Ions","RB",,,
25599,"LP190910",,,"Major Ions","EB",,,
25561,"LP190822",,,"Major Ions","RB",,,
25604,"LP180911",,,"Major Ions","EB",,,
25605,"LP180911",,,"Major Ions","RB",,,
25638,"LP180911",,,"Major Ions","EB",,,
25639,"LP180911",,,"Major Ions","RB",,,
25644,"LP191008",,,"Major Ions","EB",,,
25645,"LP191008",,,"Major Ions","RB",,,
25661,"LP181010",,,"Major Ions","EB",,,
25662,"LP181010",,,"Major Ions","RB",,,
25717,"LP191107",,,"Major Ions","RB",,,
25718,"LP191107",,,"Major Ions","EB",,,
25714,"LP171026",,,"Major Ions","RB",,,
25725,"LP181119",,,"Major Ions","RB",,,
25726,"LP181119",,,"Major Ions","EB",,,
25736,"LP171212",,,"Major Ions","RB",,,
25737,"LP171212",,,"Major Ions","EB",,,
25772,"LP181212",,,"Major Ions","EB",,,
25773,"LP181212",,,"Major Ions","RB",,,
42103,"LP191210",,,"Major Ions","RB",,,
42104,"LP191210",,,"Major Ions","EB",,,
42107,"LP210121",,,"Major Ions","RB",,,
42108,"LP210121",,,"Major Ions","EB",,,
42123,"LP210203",,,"Major Ions","RB",,,
42124,"LP210203",,,"Major Ions","EB",,,
42144,"LP201215",,,"Major Ions","RB",,,
42145,"LP201215",,,"Major Ions","EB",,,
42157,"LP200124",,,"Major Ions","RB",,,
42158,"LP200124",,,"Major Ions","EB",,,
42210,"LP200420",,,"Major Ions","RB",,,
42211,"LP200420",,,"Major Ions","EB",,,
42195,"LP200317",,,"Major Ions","RB",,,
42196,"LP200317",,,"Major Ions","EB",,,
42197,"LP200317",,,"Major Ions","RB",,,
42223,"LP200519",,,"Major Ions","RB",,,
42224,"LP200519",,,"Major Ions","EB",,,
42181,"LP200218",,,"Major Ions","RB",,,
42182,"LP200218",,,"Major Ions","EB",,,
42253,"LP200610",,,"Major Ions","RB",,,
42254,"LP200610",,,"Major Ions","EB",,,
42285,"LP200714",,,"Major Ions","RB",,,
42286,"LP200714",,,"Major Ions","EB",,,
42303,"LP200825",,,"Major Ions","RB",,,
42304,"LP200825",,,"Major Ions","EB",,,
42326,"LP200918",,,"Major Ions","RB",,,
42327,"LP200918",,,"Major Ions","EB",,,
42357,"LP201028",,,"Major Ions","RB",,,
42358,"LP201028",,,"Major Ions","EB",,,
42375,"LP201119",,,"Major Ions","RB",,,
42376,"LP201119",,,"Major Ions","EB",,,
42393,"LP210414",,,"Major Ions","RB",,,
42394,"LP210414",,,"Major Ions","EB",,,
42411,"LP210512",,,"Major Ions","RB",,,
42412,"LP210512",,,"Major Ions","EB",,,
42461,"LP210619",,,"Major Ions","RB",,,
42462,"LP210619",,,"Major Ions","EB",,,
42515,"LP210830",,,"Major Ions","EB",,,
42516,"LP210830",,,"Major Ions","RB",,,
42519,"LP210721",,,"Major Ions","RB",,,
42520,"LP210721",,,"Major Ions","EB",,,
42593,"LP150512",,,"Major Ions","RB",,,
42594,"LP151216",,,"Major Ions","EB",,,
42595,"LP161011",,,"Major Ions","EB",,,
42596,"LP180126",,,"Major Ions","RB",,,
42597,"LP180605",,,"Major Ions","EB",,,
42598,"LP180605",,,"Major Ions","RB",,,
42600,"LP210920",,,"Major Ions","RB",,,
42601,"LP210920",,,"Major Ions","EB",,,
42602,"LP211019",,,"Major Ions","RB",,,
42603,"LP211019",,,"Major Ions","EB",,,
42604,"LP211116",,,"Major Ions","RB",,,
42605,"LP211116",,,"Major Ions","EB",,,
42619,"LP170609",,,"Major Ions","EB",,,
42620,"LP170609",,,"Major Ions","RB",,,
42621,"LP171026",,,"Major Ions","EB",,,
42622,"LP171026",,,"Major Ions","RB",,,
42623,"LP180126",,,"Major Ions","RB",,,
42624,"LP180126",,,"Major Ions","EB",,,
42693,"LP210323",,,"Major Ions","EB",,,
42694,"LP210323",,,"Major Ions","RB",,,
46257,"LP211213",,,"Major Ions","RB",,,
46258,"LP211213",,,"Major Ions","EB",,,
46259,"LP220110",,,"Major Ions","RB",,,
46260,"LP220110",,,"Major Ions","EB",,,
46261,"LP220209",,,"Major Ions","RB",,,
46262,"LP220209",,,"Major Ions","EB",,,
46263,"LP220303",,,"Major Ions","RB",,,
46264,"LP220303",,,"Major Ions","EB",,,
46265,"LP220418",,,"Major Ions","RB",,,
46266,"LP220418",,,"Major Ions","EB",,,
46267,"LP220516",,,"Major Ions","RB",,,
46268,"LP220516",,,"Major Ions","EB",,,
46269,"LP220613",,,"Major Ions","RB",,,
46270,"LP220613",,,"Major Ions","EB",,,
46316,"LP220721",,,"Major Ions","RB",,,
46317,"LP220721",,,"Major Ions","EB",,,
46318,"LP220826",,,"Major Ions","RB",,,
46319,"LP220826",,,"Major Ions","EB",,,
47050,"LP220919",,,"Major Ions","EB",,,
47052,"LP220919",,,"Major Ions","RB",,,
47054,"LP221018",,,"Major Ions","RB",,,
47056,"LP221018",,,"Major Ions","EB",,,
47058,"LP221114",,,"Major Ions","RB",,,
47060,"LP221114",,,"Major Ions","EB",,,
47062,"LP221205",,,"Major Ions","RB",,,
47064,"LP221205",,,"Major Ions","EB",,,
47065,"LP221205",,,"Nutrients","EB",,,
47063,"LP221205",,,"Nutrients","RB",,,
47061,"LP221114",,,"Nutrients","EB",,,
47059,"LP221114",,,"Nutrients","RB",,,
47057,"LP221018",,,"Nutrients","EB",,,
47055,"LP221018",,,"Nutrients","RB",,,
47053,"LP220919",,,"Nutrients","RB",,,
47051,"LP220919",,,"Nutrients","EB",,,
46320,"LP220721",,,"Nutrients","RB",,,
46321,"LP220721",,,"Nutrients","EB",,,
46322,"LP220826",,,"Nutrients","RB",,,
46323,"LP220826",,,"Nutrients","EB",,,
46271,"LP211213",,,"Nutrients","RB",,,
46272,"LP211213",,,"Nutrients","EB",,,
46273,"LP220110",,,"Nutrients","RB",,,
46274,"LP220110",,,"Nutrients","EB",,,
46275,"LP220209",,,"Nutrients","RB",,,
46276,"LP220209",,,"Nutrients","EB",,,
46277,"LP220303",,,"Nutrients","RB",,,
46278,"LP220303",,,"Nutrients","EB",,,
46279,"LP220418",,,"Nutrients","RB",,,
46280,"LP220418",,,"Nutrients","EB",,,
46281,"LP220516",,,"Nutrients","RB",,,
46282,"LP220516",,,"Nutrients","EB",,,
46283,"LP220613",,,"Nutrients","RB",,,
46284,"LP220613",,,"Nutrients","EB",,,
42625,"LP170609",,,"Nutrients","EB",,,
42626,"LP170609",,,"Nutrients","RB",,,
42627,"LP171026",,,"Nutrients","EB",,,
42628,"LP171026",,,"Nutrients","RB",,,
42629,"LP180126",,,"Nutrients","RB",,,
42630,"LP180126",,,"Nutrients","EB",,,
42606,"LP150512",,,"Nutrients","RB",,,
42607,"LP151216",,,"Nutrients","EB",,,
42608,"LP161011",,,"Nutrients","EB",,,
42609,"LP180126",,,"Nutrients","RB",,,
42613,"LP210920",,,"Nutrients","RB",,,
42614,"LP210920",,,"Nutrients","EB",,,
42615,"LP211019",,,"Nutrients","RB",,,
42616,"LP211019",,,"Nutrients","EB",,,
42617,"LP211116",,,"Nutrients","RB",,,
42618,"LP211116",,,"Nutrients","EB",,,
42536,"LP210323",,,"Nutrients","EB",,,
42537,"LP210323",,,"Nutrients","RB",,,
42633,"LP180126",,,"Nutrients","EB",,,
42634,"LP180126",,,"Nutrients","RB",,,
42635,"LP180126",,,"Nutrients","RB",,,
42636,"LP180207",,,"Nutrients","RB",,,
42637,"LP180207",,,"Nutrients","EB",,,
42638,"LP190208",,,"Nutrients","RB",,,
42639,"LP190208",,,"Nutrients","EB",,,
42640,"LP180322",,,"Nutrients","RB",,,
42641,"LP180322",,,"Nutrients","EB",,,
42642,"LP190320",,,"Nutrients","RB",,,
42643,"LP190320",,,"Nutrients","EB",,,
42644,"LP190320",,,"Nutrients","RB",,,
42645,"LP190320",,,"Nutrients","EB",,,
42646,"LP180322",,,"Nutrients","EB",,,
42647,"LP180322",,,"Nutrients","RB",,,
42648,"LP190419",,,"Nutrients","RB",,,
42649,"LP190419",,,"Nutrients","EB",,,
42650,"LP180423",,,"Nutrients","RB",,,
42651,"LP180423",,,"Nutrients","EB",,,
42652,"LP180515",,,"Nutrients","RB",,,
42653,"LP180515",,,"Nutrients","EB",,,
42654,"LP190517",,,"Nutrients","EB",,,
42655,"LP190517",,,"Nutrients","RB",,,
42656,"LP180605",,,"Nutrients","RB",,,
42657,"LP180605",,,"Nutrients","EB",,,
42658,"LP190605",,,"Nutrients","RB",,,
42659,"LP180703",,,"Nutrients","RB",,,
42660,"LP180703",,,"Nutrients","EB",,,
42661,"LP190702",,,"Nutrients","RB",,,
42662,"LP190702",,,"Nutrients","EB",,,
42663,"LP190801",,,"Nutrients","EB",,,
42664,"LP190801",,,"Nutrients","RB",,,
42665,"LP180808",,,"Nutrients","RB",,,
42666,"LP180808",,,"Nutrients","EB",,,
42667,"LP190822",,,"Nutrients","RB",,,
42668,"LP190822",,,"Nutrients","EB",,,
42669,"LP190910",,,"Nutrients","RB",,,
42670,"LP190910",,,"Nutrients","EB",,,
42671,"LP180911",,,"Nutrients","EB",,,
42672,"LP180911",,,"Nutrients","RB",,,
42673,"LP180911",,,"Nutrients","EB",,,
42674,"LP180911",,,"Nutrients","RB",,,
42675,"LP191008",,,"Nutrients","EB",,,
42676,"LP191008",,,"Nutrients","RB",,,
42677,"LP181010",,,"Nutrients","EB",,,
42678,"LP181010",,,"Nutrients","RB",,,
42681,"LP171026",,,"Nutrients","RB",,,
42682,"LP191107",,,"Nutrients","RB",,,
42683,"LP191107",,,"Nutrients","EB",,,
42684,"LP181119",,,"Nutrients","RB",,,
42685,"LP181119",,,"Nutrients","EB",,,
42686,"LP171212",,,"Nutrients","RB",,,
42687,"LP171212",,,"Nutrients","EB",,,
42688,"LP181212",,,"Nutrients","EB",,,
42689,"LP181212",,,"Nutrients","RB",,,
42691,"LP191210",,,"Nutrients","RB",,,
42692,"LP191210",,,"Nutrients","EB",,,
42528,"LP210721",,,"Nutrients","RB",,,
42529,"LP210721",,,"Nutrients","EB",,,
42497,"LP210619",,,"Nutrients","RB",,,
42498,"LP210619",,,"Nutrients","EB",,,
42506,"LP210830",,,"Nutrients","EB",,,
42507,"LP210830",,,"Nutrients","RB",,,
42420,"LP210512",,,"Nutrients","RB",,,
42421,"LP210512",,,"Nutrients","EB",,,
42402,"LP210414",,,"Nutrients","RB",,,
42403,"LP210414",,,"Nutrients","EB",,,
42384,"LP201119",,,"Nutrients","RB",,,
42385,"LP201119",,,"Nutrients","EB",,,
42344,"LP200918",,,"Nutrients","RB",,,
42345,"LP200918",,,"Nutrients","EB",,,
42366,"LP201028",,,"Nutrients","RB",,,
42367,"LP201028",,,"Nutrients","EB",,,
42312,"LP200825",,,"Nutrients","RB",,,
42313,"LP200825",,,"Nutrients","EB",,,
42275,"LP200610",,,"Nutrients","RB",,,
42276,"LP200610",,,"Nutrients","EB",,,
42294,"LP200714",,,"Nutrients","RB",,,
42295,"LP200714",,,"Nutrients","EB",,,
42219,"LP200420",,,"Nutrients","RB",,,
42220,"LP200420",,,"Nutrients","EB",,,
42232,"LP200519",,,"Nutrients","RB",,,
42233,"LP200519",,,"Nutrients","EB",,,
42200,"LP200317",,,"Nutrients","RB",,,
42201,"LP200317",,,"Nutrients","EB",,,
42202,"LP200317",,,"Nutrients","RB",,,
42167,"LP200124",,,"Nutrients","RB",,,
42168,"LP200124",,,"Nutrients","EB",,,
42190,"LP200218",,,"Nutrients","RB",,,
42191,"LP200218",,,"Nutrients","EB",,,
42153,"LP201215",,,"Nutrients","RB",,,
42154,"LP201215",,,"Nutrients","EB",,,
42131,"LP210203",,,"Nutrients","RB",,,
42132,"LP210203",,,"Nutrients","EB",,,
42115,"LP210121",,,"Nutrients","RB",,,
42116,"LP210121",,,"Nutrients","EB",,,
25518,"LP180605",,,"Nutrients","EB",,,
25519,"LP180605",,,"Nutrients","RB",,,
17533,"LP920406",,,"Nutrients","EB",,,
17537,"LP920406",,,"Nutrients","EB",,,
17566,"LP920721",,,"Nutrients","EB",,,
17571,"LP920721",,,"Nutrients","RB",,,
17572,"LP920721",,,"Nutrients","RB",,,
17594,"LP930201",,,"Nutrients","EB",,,
17601,"LP930324",,,"Nutrients","EB",,,
17602,"LP930324",,,"Nutrients","EB",,,
17603,"LP930324",,,"Nutrients","EB",,,
17604,"LP930324",,,"Nutrients","RB",,,
17597,"LP930201",,,"Nutrients","EB",,,
17613,"LP930517",,,"Nutrients","EB",,,
17616,"LP930517",,,"Nutrients","EB",,,
17623,"LP930517",,,"Nutrients","EB",,,
17637,"LP930802",,,"Nutrients","EB",,,
17643,"LP930802",,,"Nutrients","EB",,,
17649,"LP930802",,,"Nutrients","EB",,,
17544,"LP920721",,,"Nutrients","EB",,,
17657,"LP931005",,,"Nutrients","EB",,,
17654,"LP931005",,,"Nutrients","EB",,,
17664,"LP940203",,,"Nutrients","EB",,,
17665,"LP940203",,,"Nutrients","ES",17664,,
17666,"LP940203",,,"Nutrients","RS",,,
17667,"LP940301",,,"Nutrients","RB",,,
17668,"LP940301",,,"Nutrients","RS",17667,,
17669,"LP940301",,,"Nutrients","EB",,,
17676,"LP940301",,,"Nutrients","RB",,,
17677,"LP940301",,,"Nutrients","RS",17676,,
17678,"LP940301",,,"Nutrients","EB",,,
17683,"LP940510",,,"Nutrients","RB",,,
17692,"LP940510",,,"Nutrients","EB",,,
17701,"GC940528",,,"Nutrients","RB",,,
17702,"GC940528",,,"Nutrients","EB",,,
17705,"GC940528",,,"Nutrients","EB",,,
17706,"GC940528",,,"Nutrients","EB",,,
17707,"GC940528",,,"Nutrients","RB",,,
17721,"GC940528",,,"Nutrients","EB",,,
17722,"GC940528",,,"Nutrients","RB",,,
17725,"GC940528",,,"Nutrients","EB",,,
17726,"GC940528",,,"Nutrients","RB",,,
17732,"GC940528",,,"Nutrients","EB",,,
17733,"GC940528",,,"Nutrients","RB",,,
17735,"GC940528",,,"Nutrients","EB",,,
17736,"GC940528",,,"Nutrients","RB",,,
17681,"LP940510",,,"Nutrients","RS",17683,,
17689,"LP940510",,,"Nutrients","RS",17683,,
17743,"LP940707",,,"Nutrients","RS",,,
17750,"LP940801",,,"Nutrients","RB",,,
17755,"LP941204",,,"Nutrients","RB",,,
17756,"LP941204",,,"Nutrients","RS",17755,,
17757,"LP941204",,,"Nutrients","EB",,,
17763,"LP950223",,,"Nutrients","RB",,,
17764,"LP950223",,,"Nutrients","RS",17763,,
17771,"LP950223",,,"Nutrients","EB",,,
17773,"LP950606",,,"Nutrients","RB",,,
17774,"LP950606",,,"Nutrients","RS",17773,,
17785,"LP950606",,,"Nutrients","RB",,,
17786,"LP950606",,,"Nutrients","RS",17785,,
17787,"LP950907",,,"Nutrients","RB",,,
17788,"LP950907",,,"Nutrients","RS",17787,,
17782,"LP950606",,,"Nutrients","EB",,,
17792,"LP950907",,,"Nutrients","EB",,,
17796,"LP950907",,,"Nutrients","RB",,,
17797,"LP951211",,,"Nutrients","EB",,,
17798,"LP951211",,,"Nutrients","RS",17799,,
17799,"LP951211",,,"Nutrients","RB",,,
17804,"LP960228",,,"Nutrients","RB",,,
17805,"LP960228",,,"Nutrients","RS",17804,,
17811,"LP960228",,,"Nutrients","RS",17804,,
17808,"LP960228",,,"Nutrients","EB",,,
17818,"LP960604",,,"Nutrients","RB",,,
17819,"LP960604",,,"Nutrients","RS",17818,,
17829,"LP960823",,,"Nutrients","RS",17831,,
17830,"LP960823",,,"Nutrients","RS",17832,,
17831,"LP960823",,,"Nutrients","RB",,,
17832,"LP960823",,,"Nutrients","RB",,,
17833,"LP960924",,,"Nutrients","RB",,,
17822,"LP960604",,,"Nutrients","EB",,,
17823,"LP960604",,,"Nutrients","RB",,,
17841,"LP960924",,,"Nutrients","RB",,,
17842,"LP960924",,,"Nutrients","RS",17841,,
17843,"LP960924",,,"Nutrients","EB",,,
17846,"LP970220",,,"Nutrients","RB",,,
17847,"LP970220",,,"Nutrients","RS",17846,,
17850,"LP970220",,,"Nutrients","RB",,,
17851,"LP970220",,,"Nutrients","RS",17850,,
17858,"LP970603",,,"Nutrients","EB",,,
17859,"LP970603",,,"Nutrients","RB",,,
17860,"LP970603",,,"Nutrients","RS",17859,,
17863,"LP970924",,,"Nutrients","RB",,,
17864,"LP970924",,,"Nutrients","RS",17863,,
17854,"LP970603",,,"Nutrients","RB",,,
17855,"LP970603",,,"Nutrients","RS",17854,,
17869,"LP970924",,,"Nutrients","RB",,,
17870,"LP970924",,,"Nutrients","RS",17869,,
17872,"LP971211",,,"Nutrients","RB",,,
17874,"LP980227",,,"Nutrients","RB",,,
17879,"LP980227",,,"Nutrients","EB",,,
17880,"LP980227",,,"Nutrients","RB",,,
17882,"LP980509",,,"Nutrients","RB",,,
17883,"LP980509",,,"Nutrients","RS",17882,,
17889,"LP980509",,,"Nutrients","EB",,,
17890,"LP980509",,,"Nutrients","RB",,,
17891,"LP980816",,,"Nutrients","RS",17892,,
17892,"LP980816",,,"Nutrients","RB",,,
17900,"LP980816",,,"Nutrients","RB",,,
17901,"LP980816",,,"Nutrients","EB",,,
17902,"LP980816",,,"Nutrients","RS",17900,,
17903,"LP981210",,,"Nutrients","RB",,,
17904,"LP981210",,,"Nutrients","RS",17903,,
17907,"LP981210",,,"Nutrients","RS",17909,,
17908,"LP981210",,,"Nutrients","EB",,,
17909,"LP981210",,,"Nutrients","RB",,,
17919,"LP990225",,,"Nutrients","RB",,,
17920,"LP990225",,,"Nutrients","RS",17919,,
17921,"LP990225",,,"Nutrients","EB",,,
17922,"LP990624",,,"Nutrients","RB",,,
17923,"LP990624",,,"Nutrients","RS",17922,,
17912,"LP990225",,,"Nutrients","RB",,,
17913,"LP990225",,,"Nutrients","RS",17912,,
17929,"LP990910",,,"Nutrients","RB",,,
17936,"LP990910",,,"Nutrients","RB",,,
17937,"LP990910",,,"Nutrients","RS",17936,,
17938,"LP990910",,,"Nutrients","EB",,,
17939,"LP991206",,,"Nutrients","RB",,,
17940,"LP991206",,,"Nutrients","RS",17939,,
17943,"LP991206",,,"Nutrients","RB",,,
17944,"LP991206",,,"Nutrients","RS",17943,,
17945,"LP991206",,,"Nutrients","EB",,,
17956,"LP000225",,,"Nutrients","RB",,,
17957,"LP000225",,,"Nutrients","RS",17956,,
17958,"LP000225",,,"Nutrients","EB",,,
17959,"LP000522",,,"Nutrients","RB",,,
17960,"LP000522",,,"Nutrients","RB",,,
17967,"LP000522",,,"Nutrients","RS",17150,,
17968,"LP000522",,,"Nutrients","EB",,,
17969,"LP000825",,,"Nutrients","RB",,,
17970,"LP000825",,,"Nutrients","RS",17969,,
