"SampleFk","TripID","StationID","CollectionDateTime","SampleType","QAQCType","QAQCMatchingSampleFk","Notes","SurfaceFk"
38719,"LP990225","LPCRDT07",1999-03-03 21:50:00,"Phytoplankton",,,,3082
40250,"LP990225","LPCRDT07",1999-03-03 21:50:00,"Zooplankton",,,,3082
40251,"LP990225","LPCR-249",1999-03-04 08:11:00,"Zooplankton",,,,3083
604,"LP990225","LPCR-249",1999-03-04 08:11:00,"Major Ions",,,,3083
16656,"LP990225","LPCR-249",1999-03-04 08:11:00,"Nutrients",,,,3083
38720,"LP990225","LPCR-249",1999-03-04 08:11:00,"Phytoplankton",,,,3083
841,"LP990324","LPCR2990",1999-03-24 10:30:00,"Major Ions",,,,3084
16693,"LP990324","LPCR2990",1999-03-24 10:30:00,"Nutrients",,,,3084
40252,"LP990329","LPCR-249",1999-03-29 10:00:00,"Zooplankton",,,,3085
605,"LP990329","LPCR-249",1999-03-29 10:00:00,"Major Ions",,,,3085
16694,"LP990329","LPCR-249",1999-03-29 10:00:00,"Nutrients",,,,3085
38721,"LP990329","LPCR-249",1999-03-29 10:00:00,"Phytoplankton",,,,3085
40253,"LP990329","LPCR0024",1999-03-29 13:00:00,"Zooplankton",,,,3086
3260,"LP990329","LPCR0024",1999-03-29 13:00:00,"Major Ions",,,,3086
16695,"LP990329","LPCR0024",1999-03-29 13:00:00,"Nutrients",,,,3086
38722,"LP990329","LPCR0024",1999-03-29 13:00:00,"Phytoplankton",,,,3086
40254,"LP990329","LPCR0024",1999-03-29 13:00:00,"Zooplankton",,,,3086
3261,"LP990329","LPCR0024",1999-03-29 13:00:00,"Major Ions",,,,3086
16696,"LP990329","LPCR0024",1999-03-29 13:00:00,"Nutrients",,,,3086
40255,"LP990329","LPCR0024",1999-03-29 13:00:00,"Zooplankton",,,,3086
40256,"LP990329","LPCR0024",1999-03-29 13:00:00,"Zooplankton",,,,3086
3262,"LP990329","LPCR0024",1999-03-29 13:00:00,"Major Ions",,,,3086
16697,"LP990329","LPCR0024",1999-03-29 13:00:00,"Nutrients",,,,3086
40257,"LP990329","LPCR0024",1999-03-29 13:00:00,"Zooplankton",,,,3086
3263,"LP990329","LPCR0024",1999-03-29 13:00:00,"Major Ions",,,,3086
16698,"LP990329","LPCR0024",1999-03-29 13:00:00,"Nutrients",,,,3086
1011,"LP990329","LPCRDT07",1999-03-29 16:30:00,"Major Ions",,,,3087
16699,"LP990329","LPCRDT07",1999-03-29 16:30:00,"Nutrients",,,,3087
38723,"LP990329","LPCRDT07",1999-03-29 16:30:00,"Phytoplankton",,,,3087
40258,"LP990329","LPCRDT07",1999-03-29 16:30:00,"Zooplankton",,,,3087
40259,"LP990427","LPCR0024",1999-04-27 11:00:00,"Zooplankton",,,,3088
3264,"LP990427","LPCR0024",1999-04-27 11:00:00,"Major Ions",,,,3088
16700,"LP990427","LPCR0024",1999-04-27 11:00:00,"Nutrients",,,,3088
38724,"LP990427","LPCR0024",1999-04-27 11:00:00,"Phytoplankton",,,,3088
40260,"LP990427","LPCR0024",1999-04-27 11:00:00,"Zooplankton",,,,3088
3265,"LP990427","LPCR0024",1999-04-27 11:00:00,"Major Ions",,,,3088
16701,"LP990427","LPCR0024",1999-04-27 11:00:00,"Nutrients",,,,3088
40261,"LP990427","LPCR0024",1999-04-27 11:00:00,"Zooplankton",,,,3088
40262,"LP990427","LPCR0024",1999-04-27 11:00:00,"Zooplankton",,,,3088
3266,"LP990427","LPCR0024",1999-04-27 11:00:00,"Major Ions",,,,3088
16702,"LP990427","LPCR0024",1999-04-27 11:00:00,"Nutrients",,,,3088
40263,"LP990427","LPCR0024",1999-04-27 11:00:00,"Zooplankton",,,,3088
3267,"LP990427","LPCR0024",1999-04-27 11:00:00,"Major Ions",,,,3088
16703,"LP990427","LPCR0024",1999-04-27 11:00:00,"Nutrients",,,,3088
877,"LP990427","LPCRDT04",1999-04-27 15:30:00,"Major Ions",,,,3089
16704,"LP990427","LPCRDT04",1999-04-27 15:30:00,"Nutrients",,,,3089
38725,"LP990427","LPCRDT04",1999-04-27 15:30:00,"Phytoplankton",,,,3089
40264,"LP990427","LPCRDT04",1999-04-27 15:30:00,"Zooplankton",,,,3089
40265,"LP990427","LPCR-249",1999-04-27 18:28:00,"Zooplankton",,,,3090
606,"LP990427","LPCR-249",1999-04-27 18:28:00,"Major Ions",,,,3090
16705,"LP990427","LPCR-249",1999-04-27 18:28:00,"Nutrients",,,,3090
38726,"LP990427","LPCR-249",1999-04-27 18:28:00,"Phytoplankton",,,,3090
40266,"LP990607","LPCR-249",1999-06-04 09:15:00,"Zooplankton",,,,3092
607,"LP990607","LPCR-249",1999-06-04 09:15:00,"Major Ions",,,,3092
16706,"LP990607","LPCR-249",1999-06-04 09:15:00,"Nutrients",,,,3092
38727,"LP990607","LPCR-249",1999-06-04 09:15:00,"Phytoplankton",,,,3092
878,"LP990607","LPCRDT04",1999-06-04 11:30:00,"Major Ions",,,,3093
16707,"LP990607","LPCRDT04",1999-06-04 11:30:00,"Nutrients",,,,3093
38728,"LP990607","LPCRDT04",1999-06-04 11:30:00,"Phytoplankton",,,,3093
40267,"LP990607","LPCRDT04",1999-06-04 11:30:00,"Zooplankton",,,,3093
40268,"LP990607","LPCR0024",1999-06-07 14:20:00,"Zooplankton",,,,3094
3268,"LP990607","LPCR0024",1999-06-07 14:20:00,"Major Ions",,,,3094
16708,"LP990607","LPCR0024",1999-06-07 14:20:00,"Nutrients",,,,3094
38729,"LP990607","LPCR0024",1999-06-07 14:20:00,"Phytoplankton",,,,3094
40269,"LP990607","LPCR0024",1999-06-07 14:20:00,"Zooplankton",,,,3094
40270,"LP990607","LPCR0024",1999-06-07 14:20:00,"Zooplankton",,,,3094
3269,"LP990607","LPCR0024",1999-06-07 14:20:00,"Major Ions",,,,3094
16709,"LP990607","LPCR0024",1999-06-07 14:20:00,"Nutrients",,,,3094
40271,"LP990607","LPCR0024",1999-06-07 14:20:00,"Zooplankton",,,,3094
3270,"LP990607","LPCR0024",1999-06-07 14:20:00,"Major Ions",,,,3094
16710,"LP990607","LPCR0024",1999-06-07 14:20:00,"Nutrients",,,,3094
40272,"LP990607","LPCR0024",1999-06-07 14:20:00,"Zooplankton",,,,3094
3271,"LP990607","LPCR0024",1999-06-07 14:20:00,"Major Ions",,,,3094
16711,"LP990607","LPCR0024",1999-06-07 14:20:00,"Nutrients",,,,3094
40273,"LP990624","LPCR0024",1999-06-24 11:00:00,"Zooplankton",,,,3099
3272,"LP990624","LPCR0024",1999-06-24 11:00:00,"Major Ions",,,,3099
16712,"LP990624","LPCR0024",1999-06-24 11:00:00,"Nutrients",,,,3099
38730,"LP990624","LPCR0024",1999-06-24 11:00:00,"Phytoplankton",,,,3099
3273,"LP990624","LPCR0024",1999-06-24 11:00:00,"Major Ions",,,,3099
16713,"LP990624","LPCR0024",1999-06-24 11:00:00,"Nutrients",,,,3099
40274,"LP990624","LPCR0024",1999-06-24 11:00:00,"Zooplankton",,,,3099
40275,"LP990624","LPCR0024",1999-06-24 11:00:00,"Zooplankton",,,,3099
3274,"LP990624","LPCR0024",1999-06-24 11:00:00,"Major Ions",,,,3099
16714,"LP990624","LPCR0024",1999-06-24 11:00:00,"Nutrients",,,,3099
40276,"LP990624","LPCR0024",1999-06-24 11:00:00,"Zooplankton",,,,3099
3275,"LP990624","LPCR0024",1999-06-24 11:00:00,"Major Ions",,,,3099
16715,"LP990624","LPCR0024",1999-06-24 11:00:00,"Nutrients",,,,3099
40277,"LP990624","LPCR0024",1999-06-24 11:00:00,"Zooplankton",,,,3099
3276,"LP990624","LPCR0024",1999-06-24 11:00:00,"Major Ions",,,,3099
16716,"LP990624","LPCR0024",1999-06-24 11:00:00,"Nutrients",,,,3099
953,"LP990624","LPCRDT06",1999-06-24 14:30:00,"Major Ions",,,,3100
16717,"LP990624","LPCRDT06",1999-06-24 14:30:00,"Nutrients",,,,3100
38731,"LP990624","LPCRDT06",1999-06-24 14:30:00,"Phytoplankton",,,,3100
40278,"LP990624","LPCRDT06",1999-06-24 14:30:00,"Zooplankton",,,,3100
40279,"LP990624","LPCR0453",1999-06-24 15:00:00,"Zooplankton",,,,3101
3937,"LP990624","LPCR0453",1999-06-24 15:00:00,"Major Ions",,,,3101
16750,"LP990624","LPCR0453",1999-06-24 15:00:00,"Nutrients",,,,3101
38733,"LP990624","LPCR0453",1999-06-24 15:00:00,"Phytoplankton",,,,3101
40280,"LP990624","LPCR0453",1999-06-24 15:00:00,"Zooplankton",,,,3101
3938,"LP990624","LPCR0453",1999-06-24 15:00:00,"Major Ions",,,,3101
16751,"LP990624","LPCR0453",1999-06-24 15:00:00,"Nutrients",,,,3101
3939,"LP990624","LPCR0453",1999-06-24 15:00:00,"Major Ions",,,,3101
16752,"LP990624","LPCR0453",1999-06-24 15:00:00,"Nutrients",,,,3101
40281,"LP990624","LPCR-249",1999-06-24 17:30:00,"Zooplankton",,,,3102
608,"LP990624","LPCR-249",1999-06-24 17:30:00,"Major Ions",,,,3102
16753,"LP990624","LPCR-249",1999-06-24 17:30:00,"Nutrients",,,,3102
38732,"LP990624","LPCR-249",1999-06-24 17:30:00,"Phytoplankton",,,,3102
40282,"LP990624","LPCR0905",1999-06-25 07:30:00,"Zooplankton",,,,3103
4163,"LP990624","LPCR0905",1999-06-25 07:30:00,"Major Ions",,,,3103
16754,"LP990624","LPCR0905",1999-06-25 07:30:00,"Nutrients",,,,3103
38734,"LP990624","LPCR0905",1999-06-25 07:30:00,"Phytoplankton",,,,3103
4164,"LP990624","LPCR0905",1999-06-25 07:30:00,"Major Ions",,,,3103
16755,"LP990624","LPCR0905",1999-06-25 07:30:00,"Nutrients",,,,3103
40283,"LP990624","LPCR0905",1999-06-25 07:30:00,"Zooplankton",,,,3103
4165,"LP990624","LPCR0905",1999-06-25 07:30:00,"Major Ions",,,,3103
16744,"LP990624","LPCR0905",1999-06-25 07:30:00,"Nutrients",,,,3103
4166,"LP990624","LPCR0905",1999-06-25 07:30:00,"Major Ions",,,,3103
16745,"LP990624","LPCR0905",1999-06-25 07:30:00,"Nutrients",,,,3103
40284,"LP990624","LPSJR735",1999-06-25 11:30:00,"Zooplankton",,,,3104
1874,"LP990624","LPSJR735",1999-06-25 11:30:00,"Major Ions",,,,3104
16746,"LP990624","LPSJR735",1999-06-25 11:30:00,"Nutrients",,,,3104
38737,"LP990624","LPSJR735",1999-06-25 11:30:00,"Phytoplankton",,,,3104
1875,"LP990624","LPSJR735",1999-06-25 11:30:00,"Major Ions",,,,3104
16747,"LP990624","LPSJR735",1999-06-25 11:30:00,"Nutrients",,,,3104
40285,"LP990624","LPSJR431",1999-06-25 13:10:00,"Zooplankton",,,,3106
1641,"LP990624","LPSJR431",1999-06-25 13:10:00,"Major Ions",,,,3106
16748,"LP990624","LPSJR431",1999-06-25 13:10:00,"Nutrients",,,,3106
38736,"LP990624","LPSJR431",1999-06-25 13:10:00,"Phytoplankton",,,,3106
1642,"LP990624","LPSJR431",1999-06-25 13:10:00,"Major Ions",,,,3106
16749,"LP990624","LPSJR431",1999-06-25 13:10:00,"Nutrients",,,,3106
1643,"LP990624","LPSJR431",1999-06-25 13:10:00,"Major Ions",,,,3106
16738,"LP990624","LPSJR431",1999-06-25 13:10:00,"Nutrients",,,,3106
40286,"LP990624","LPSJR431",1999-06-25 13:10:00,"Zooplankton",,,,3106
1644,"LP990624","LPSJR431",1999-06-25 13:10:00,"Major Ions",,,,3106
16739,"LP990624","LPSJR431",1999-06-25 13:10:00,"Nutrients",,,,3106
40287,"LP990624","LPSJR193",1999-06-25 15:40:00,"Zooplankton",,,,3108
1426,"LP990624","LPSJR193",1999-06-25 15:40:00,"Major Ions",,,,3108
16740,"LP990624","LPSJR193",1999-06-25 15:40:00,"Nutrients",,,,3108
38735,"LP990624","LPSJR193",1999-06-25 15:40:00,"Phytoplankton",,,,3108
1427,"LP990624","LPSJR193",1999-06-25 15:40:00,"Major Ions",,,,3108
16741,"LP990624","LPSJR193",1999-06-25 15:40:00,"Nutrients",,,,3108
40288,"LP990624","LPSJR193",1999-06-25 15:40:00,"Zooplankton",,,,3108
1428,"LP990624","LPSJR193",1999-06-25 15:40:00,"Major Ions",,,,3108
16742,"LP990624","LPSJR193",1999-06-25 15:40:00,"Nutrients",,,,3108
40289,"LP990624","LPSJR193",1999-06-25 15:40:00,"Zooplankton",,,,3108
1429,"LP990624","LPSJR193",1999-06-25 15:40:00,"Major Ions",,,,3108
16743,"LP990624","LPSJR193",1999-06-25 15:40:00,"Nutrients",,,,3108
1317,"LP990624","LPESC378",1999-06-26 11:25:00,"Major Ions",,,,3111
16732,"LP990624","LPESC378",1999-06-26 11:25:00,"Nutrients",,,,3111
38738,"LP990624","LPESC378",1999-06-26 11:25:00,"Phytoplankton",,,,3111
40291,"LP990624","LPCR1169",1999-06-26 12:30:00,"Zooplankton",,,,3113
4386,"LP990624","LPCR1169",1999-06-26 12:30:00,"Major Ions",,,,3113
16733,"LP990624","LPCR1169",1999-06-26 12:30:00,"Nutrients",,,,3113
38740,"LP990624","LPCR1169",1999-06-26 12:30:00,"Phytoplankton",,,,3113
4387,"LP990624","LPCR1169",1999-06-26 12:30:00,"Major Ions",,,,3113
16734,"LP990624","LPCR1169",1999-06-26 12:30:00,"Nutrients",,,,3113
40292,"LP990624","LPCR1169",1999-06-26 12:30:00,"Zooplankton",,,,3113
4388,"LP990624","LPCR1169",1999-06-26 12:30:00,"Major Ions",,,,3113
16735,"LP990624","LPCR1169",1999-06-26 12:30:00,"Nutrients",,,,3113
4389,"LP990624","LPCR1169",1999-06-26 12:30:00,"Major Ions",,,,3113
16736,"LP990624","LPCR1169",1999-06-26 12:30:00,"Nutrients",,,,3113
40293,"LP990624","LPESC119",1999-06-26 15:15:00,"Zooplankton",,,,3119
1095,"LP990624","LPESC119",1999-06-26 15:15:00,"Major Ions",,,,3119
16737,"LP990624","LPESC119",1999-06-26 15:15:00,"Nutrients",,,,3119
38739,"LP990624","LPESC119",1999-06-26 15:15:00,"Phytoplankton",,,,3119
40294,"LP990624","LPESC119",1999-06-26 15:15:00,"Zooplankton",,,,3119
1096,"LP990624","LPESC119",1999-06-26 15:15:00,"Major Ions",,,,3119
16726,"LP990624","LPESC119",1999-06-26 15:15:00,"Nutrients",,,,3119
1097,"LP990624","LPESC119",1999-06-26 15:15:00,"Major Ions",,,,3119
16727,"LP990624","LPESC119",1999-06-26 15:15:00,"Nutrients",,,,3119
40295,"LP990624","LPCR1692",1999-06-27 16:00:00,"Zooplankton",,,,3123
109,"LP990624","LPCR1692",1999-06-27 16:00:00,"Major Ions",,,,3123
16728,"LP990624","LPCR1692",1999-06-27 16:00:00,"Nutrients",,,,3123
38741,"LP990624","LPCR1692",1999-06-27 16:00:00,"Phytoplankton",,,,3123
110,"LP990624","LPCR1692",1999-06-27 16:00:00,"Major Ions",,,,3123
16729,"LP990624","LPCR1692",1999-06-27 16:00:00,"Nutrients",,,,3123
111,"LP990624","LPCR1692",1999-06-27 16:00:00,"Major Ions",,,,3123
16730,"LP990624","LPCR1692",1999-06-27 16:00:00,"Nutrients",,,,3123
40296,"LP990624","LPCR1692",1999-06-27 16:00:00,"Zooplankton",,,,3123
112,"LP990624","LPCR1692",1999-06-27 16:00:00,"Major Ions",,,,3123
16731,"LP990624","LPCR1692",1999-06-27 16:00:00,"Nutrients",,,,3123
113,"LP990624","LPCR1692",1999-06-27 16:00:00,"Major Ions",,,,3123
16720,"LP990624","LPCR1692",1999-06-27 16:00:00,"Nutrients",,,,3123
40297,"LP990624","LPCR2483",1999-06-28 07:50:00,"Zooplankton",,,,3125
38742,"LP990624","LPCR2483",1999-06-28 07:50:00,"Phytoplankton",,,,3125
40298,"LP990624","LPCR2618",1999-06-28 08:50:00,"Zooplankton",,,,3126
17116,"LP990624","LPCR2618",1999-06-28 08:50:00,"Major Ions","D",809,,3126
809,"LP990624","LPCR2618",1999-06-28 08:50:00,"Major Ions",,,,3126
16721,"LP990624","LPCR2618",1999-06-28 08:50:00,"Nutrients",,,,3126
17924,"LP990624","LPCR2618",1999-06-28 08:50:00,"Nutrients","D",16721,,3126
38743,"LP990624","LPCR2618",1999-06-28 08:50:00,"Phytoplankton",,,,3126
40299,"LP990624","LPCR2387",1999-06-28 10:40:00,"Zooplankton",,,,3128
424,"LP990624","LPCR2387",1999-06-28 10:40:00,"Major Ions",,,,3128
16722,"LP990624","LPCR2387",1999-06-28 10:40:00,"Nutrients",,,,3128
38744,"LP990624","LPCR2387",1999-06-28 10:40:00,"Phytoplankton",,,,3128
425,"LP990624","LPCR2387",1999-06-28 10:40:00,"Major Ions",,,,3128
16723,"LP990624","LPCR2387",1999-06-28 10:40:00,"Nutrients",,,,3128
40300,"LP990624","LPCR2387",1999-06-28 10:40:00,"Zooplankton",,,,3128
426,"LP990624","LPCR2387",1999-06-28 10:40:00,"Major Ions",,,,3128
16724,"LP990624","LPCR2387",1999-06-28 10:40:00,"Nutrients",,,,3128
40301,"LP990624","LPCR2085",1999-06-28 11:30:00,"Zooplankton",,,,3129
215,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions",,,,3129
16725,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients",,,,3129
38745,"LP990624","LPCR2085",1999-06-28 11:30:00,"Phytoplankton",,,,3129
17119,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions","D",216,,3129
17120,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions","D",216,,3129
216,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions",,,,3129
16718,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients",,,,3129
17927,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients","D",16718,,3129
17928,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients","S",16718,,3129
40302,"LP990624","LPCR2085",1999-06-28 11:30:00,"Zooplankton",,,,3129
17117,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions","D",217,,3129
17118,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions","D",217,,3129
217,"LP990624","LPCR2085",1999-06-28 11:30:00,"Major Ions",,,,3129
16719,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients",,,,3129
17925,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients","D",16719,,3129
17926,"LP990624","LPCR2085",1999-06-28 11:30:00,"Nutrients","S",16719,,3129
954,"LP990714","LPCRDT06",1999-07-14 10:30:00,"Major Ions",,,,3131
16756,"LP990714","LPCRDT06",1999-07-14 10:30:00,"Nutrients",,,,3131
38746,"LP990714","LPCRDT06",1999-07-14 10:30:00,"Phytoplankton",,,,3131
3277,"LP990714","LPCR0024",1999-07-14 14:00:00,"Major Ions",,,,3132
16757,"LP990714","LPCR0024",1999-07-14 14:00:00,"Nutrients",,,,3132
38747,"LP990714","LPCR0024",1999-07-14 14:00:00,"Phytoplankton",,,,3132
3278,"LP990714","LPCR0024",1999-07-14 14:00:00,"Major Ions",,,,3132
16758,"LP990714","LPCR0024",1999-07-14 14:00:00,"Nutrients",,,,3132
3279,"LP990714","LPCR0024",1999-07-14 14:00:00,"Major Ions",,,,3132
16759,"LP990714","LPCR0024",1999-07-14 14:00:00,"Nutrients",,,,3132
40303,"LP990809","LPCR0024",1999-08-09 11:00:00,"Zooplankton",,,,3133
3280,"LP990809","LPCR0024",1999-08-09 11:00:00,"Major Ions",,,,3133
16765,"LP990809","LPCR0024",1999-08-09 11:00:00,"Nutrients",,,,3133
38748,"LP990809","LPCR0024",1999-08-09 11:00:00,"Phytoplankton",,,,3133
3281,"LP990809","LPCR0024",1999-08-09 11:00:00,"Major Ions",,,,3133
16766,"LP990809","LPCR0024",1999-08-09 11:00:00,"Nutrients",,,,3133
40304,"LP990809","LPCR0024",1999-08-09 11:00:00,"Zooplankton",,,,3133
40305,"LP990809","LPCR0024",1999-08-09 11:00:00,"Zooplankton",,,,3133
40306,"LP990809","LPCR0024",1999-08-09 11:00:00,"Zooplankton",,,,3133
3282,"LP990809","LPCR0024",1999-08-09 11:00:00,"Major Ions",,,,3133
16760,"LP990809","LPCR0024",1999-08-09 11:00:00,"Nutrients",,,,3133
3283,"LP990809","LPCR0024",1999-08-09 11:00:00,"Major Ions",,,,3133
16761,"LP990809","LPCR0024",1999-08-09 11:00:00,"Nutrients",,,,3133
3284,"LP990809","LPCR0024",1999-08-09 11:00:00,"Major Ions",,,,3133
16762,"LP990809","LPCR0024",1999-08-09 11:00:00,"Nutrients",,,,3133
1038,"LP990809","LPCRDT08",1999-08-09 17:15:00,"Major Ions",,,,3134
16763,"LP990809","LPCRDT08",1999-08-09 17:15:00,"Nutrients",,,,3134
38749,"LP990809","LPCRDT08",1999-08-09 17:15:00,"Phytoplankton",,,,3134
40307,"LP990809","LPCRDT08",1999-08-09 17:15:00,"Zooplankton",,,,3134
40308,"LP990809","LPCR-249",1999-08-09 19:50:00,"Zooplankton",,,,3135
609,"LP990809","LPCR-249",1999-08-09 19:50:00,"Major Ions",,,,3135
16764,"LP990809","LPCR-249",1999-08-09 19:50:00,"Nutrients",,,,3135
38750,"LP990809","LPCR-249",1999-08-09 19:50:00,"Phytoplankton",,,,3135
40309,"LP990910","LPCR-249",1999-09-09 11:20:00,"Zooplankton",,,,3136
610,"LP990910","LPCR-249",1999-09-09 11:20:00,"Major Ions",,,,3136
16815,"LP990910","LPCR-249",1999-09-09 11:20:00,"Nutrients",,,,3136
38751,"LP990910","LPCR-249",1999-09-09 11:20:00,"Phytoplankton",,,,3136
1039,"LP990910","LPCRDT08",1999-09-09 13:30:00,"Major Ions",,,,3137
16816,"LP990910","LPCRDT08",1999-09-09 13:30:00,"Nutrients",,,,3137
38752,"LP990910","LPCRDT08",1999-09-09 13:30:00,"Phytoplankton",,,,3137
40310,"LP990910","LPCRDT08",1999-09-09 13:30:00,"Zooplankton",,,,3137
40311,"LP990910","LPCR0453",1999-09-10 08:25:00,"Zooplankton",,,,3138
3940,"LP990910","LPCR0453",1999-09-10 08:25:00,"Major Ions",,,,3138
16817,"LP990910","LPCR0453",1999-09-10 08:25:00,"Nutrients",,,,3138
38753,"LP990910","LPCR0453",1999-09-10 08:25:00,"Phytoplankton",,,,3138
3941,"LP990910","LPCR0453",1999-09-10 08:25:00,"Major Ions",,,,3138
16809,"LP990910","LPCR0453",1999-09-10 08:25:00,"Nutrients",,,,3138
40312,"LP990910","LPCR0453",1999-09-10 08:25:00,"Zooplankton",,,,3138
3942,"LP990910","LPCR0453",1999-09-10 08:25:00,"Major Ions",,,,3138
16810,"LP990910","LPCR0453",1999-09-10 08:25:00,"Nutrients",,,,3138
3943,"LP990910","LPCR0453",1999-09-10 08:25:00,"Major Ions",,,,3138
16811,"LP990910","LPCR0453",1999-09-10 08:25:00,"Nutrients",,,,3138
40313,"LP990910","LPCR0905",1999-09-10 14:00:00,"Zooplankton",,,,3139
4167,"LP990910","LPCR0905",1999-09-10 14:00:00,"Major Ions",,,,3139
16812,"LP990910","LPCR0905",1999-09-10 14:00:00,"Nutrients",,,,3139
38754,"LP990910","LPCR0905",1999-09-10 14:00:00,"Phytoplankton",,,,3139
4168,"LP990910","LPCR0905",1999-09-10 14:00:00,"Major Ions",,,,3139
16813,"LP990910","LPCR0905",1999-09-10 14:00:00,"Nutrients",,,,3139
40314,"LP990910","LPCR0905",1999-09-10 14:00:00,"Zooplankton",,,,3139
4169,"LP990910","LPCR0905",1999-09-10 14:00:00,"Major Ions",,,,3139
16814,"LP990910","LPCR0905",1999-09-10 14:00:00,"Nutrients",,,,3139
4170,"LP990910","LPCR0905",1999-09-10 14:00:00,"Major Ions",,,,3139
16803,"LP990910","LPCR0905",1999-09-10 14:00:00,"Nutrients",,,,3139
4171,"LP990910","LPCR0905",1999-09-10 14:00:00,"Major Ions",,,,3139
16804,"LP990910","LPCR0905",1999-09-10 14:00:00,"Nutrients",,,,3139
40315,"LP990910","LPSJR193",1999-09-11 08:30:00,"Zooplankton",,,,3141
1430,"LP990910","LPSJR193",1999-09-11 08:30:00,"Major Ions",,,,3141
16805,"LP990910","LPSJR193",1999-09-11 08:30:00,"Nutrients",,,,3141
38755,"LP990910","LPSJR193",1999-09-11 08:30:00,"Phytoplankton",,,,3141
1431,"LP990910","LPSJR193",1999-09-11 08:30:00,"Major Ions",,,,3141
16806,"LP990910","LPSJR193",1999-09-11 08:30:00,"Nutrients",,,,3141
40316,"LP990910","LPSJR193",1999-09-11 08:30:00,"Zooplankton",,,,3141
1432,"LP990910","LPSJR193",1999-09-11 08:30:00,"Major Ions",,,,3141
16807,"LP990910","LPSJR193",1999-09-11 08:30:00,"Nutrients",,,,3141
1433,"LP990910","LPSJR193",1999-09-11 08:30:00,"Major Ions",,,,3141
16808,"LP990910","LPSJR193",1999-09-11 08:30:00,"Nutrients",,,,3141
40317,"LP990910","LPSJR431",1999-09-11 11:00:00,"Zooplankton",,,,3142
1645,"LP990910","LPSJR431",1999-09-11 11:00:00,"Major Ions",,,,3142
16797,"LP990910","LPSJR431",1999-09-11 11:00:00,"Nutrients",,,,3142
38756,"LP990910","LPSJR431",1999-09-11 11:00:00,"Phytoplankton",,,,3142
1646,"LP990910","LPSJR431",1999-09-11 11:00:00,"Major Ions",,,,3142
16798,"LP990910","LPSJR431",1999-09-11 11:00:00,"Nutrients",,,,3142
1647,"LP990910","LPSJR431",1999-09-11 11:00:00,"Major Ions",,,,3142
16799,"LP990910","LPSJR431",1999-09-11 11:00:00,"Nutrients",,,,3142
40318,"LP990910","LPSJR431",1999-09-11 11:00:00,"Zooplankton",,,,3142
1648,"LP990910","LPSJR431",1999-09-11 11:00:00,"Major Ions",,,,3142
16800,"LP990910","LPSJR431",1999-09-11 11:00:00,"Nutrients",,,,3142
40319,"LP990910","LPSJR855",1999-09-11 14:00:00,"Zooplankton",,,,3145
38757,"LP990910","LPSJR855",1999-09-11 14:00:00,"Phytoplankton",,,,3145
17122,"LP990910","LPSJR855",1999-09-11 14:00:00,"Major Ions","D",1892,,3145
17123,"LP990910","LPSJR855",1999-09-11 14:00:00,"Major Ions","D",1892,,3145
1892,"LP990910","LPSJR855",1999-09-11 14:00:00,"Major Ions",,,,3145
16801,"LP990910","LPSJR855",1999-09-11 14:00:00,"Nutrients",,,,3145
17931,"LP990910","LPSJR855",1999-09-11 14:00:00,"Nutrients","D",16801,,3145
17932,"LP990910","LPSJR855",1999-09-11 14:00:00,"Nutrients","S",16801,,3145
40320,"LP990910","LPSJR625",1999-09-11 15:10:00,"Zooplankton",,,,3146
38758,"LP990910","LPSJR625",1999-09-11 15:10:00,"Phytoplankton",,,,3146
40321,"LP990910","LPCR1169",1999-09-12 09:15:00,"Zooplankton",,,,3147
4390,"LP990910","LPCR1169",1999-09-12 09:15:00,"Major Ions",,,,3147
16802,"LP990910","LPCR1169",1999-09-12 09:15:00,"Nutrients",,,,3147
38759,"LP990910","LPCR1169",1999-09-12 09:15:00,"Phytoplankton",,,,3147
4391,"LP990910","LPCR1169",1999-09-12 09:15:00,"Major Ions",,,,3147
16791,"LP990910","LPCR1169",1999-09-12 09:15:00,"Nutrients",,,,3147
40322,"LP990910","LPCR1169",1999-09-12 09:15:00,"Zooplankton",,,,3147
4392,"LP990910","LPCR1169",1999-09-12 09:15:00,"Major Ions",,,,3147
16792,"LP990910","LPCR1169",1999-09-12 09:15:00,"Nutrients",,,,3147
40323,"LP990910","LPCR1169",1999-09-12 09:15:00,"Zooplankton",,,,3147
4393,"LP990910","LPCR1169",1999-09-12 09:15:00,"Major Ions",,,,3147
16793,"LP990910","LPCR1169",1999-09-12 09:15:00,"Nutrients",,,,3147
40324,"LP990910","LPESC367",1999-09-12 12:52:00,"Zooplankton",,,,3149
