"SurfaceFk","TripID","TripType","StationID","CollectionDateTime","LakeElevation_m","BottomSounding_m","IntakeDepth_m","CloudCover_pct","Inlet"
144,"LP640425","Forebay ","LPCR0905",1964-04-25 11:00:00,1036.4724,,-21.18,"",FALSE
145,"LP640425","Forebay ","LPCR0453",1964-04-25 12:30:00,1036.4724,,-21.18,"",FALSE
146,"LP640425","Forebay ","LPCR0024",1964-04-25 16:30:00,1036.4724,,-21.18,"",FALSE
147,"LP641216","Forebay ","LPCR0024",1964-12-16 12:00:00,1064.215296,,6.56,"",FALSE
148,"LP650119","Reservoir Wide","LPCR1692",1965-01-19 14:30:00,1064.273208,,6.62,"",FALSE
149,"LP650119","Reservoir Wide","LPCR2387",1965-01-20 11:30:00,1064.257968,,6.6,"",FALSE
150,"LP650119","Reservoir Wide","LPCR1169",1965-01-21 10:30:00,1064.2854,,6.63,"",FALSE
151,"LP650119","Reservoir Wide","LPSJR193",1965-01-21 14:30:00,1064.2854,,6.63,"",FALSE
152,"LP650119","Reservoir Wide","LPCR0905",1965-01-21 15:50:00,1064.2854,,6.63,"",FALSE
153,"LP650119","Reservoir Wide","LPCR0453",1965-01-22 10:30:00,1064.2854,,6.63,"",FALSE
154,"LP650119","Reservoir Wide","LPCR0024",1965-01-22 12:40:00,1064.2854,,6.63,"",FALSE
155,"LP650203","Forebay ","LPCR0024",1965-02-03 14:30:00,1064.22444,,6.57,"",FALSE
156,"LP650303","Forebay ","LPCR0024",1965-03-03 13:00:00,1064.230536,,6.57,"",FALSE
157,"LP650331","Forebay ","LPCR0024",1965-03-31 10:00:00,1064.325024,,6.67,"",FALSE
158,"LP650519","Reservoir Wide","LPSJR193",1965-05-19 13:45:00,1064.358552,,6.7,"",FALSE
159,"LP650519","Reservoir Wide","LPCR0905",1965-05-19 15:00:00,1064.358552,,6.7,"",FALSE
160,"LP650519","Reservoir Wide","LPCR0024",1965-05-25 14:00:00,1064.733456,,7.08,"",FALSE
161,"LP650519","Reservoir Wide","LPCR0453",1965-05-25 16:30:00,1064.733456,,7.08,"",FALSE
162,"LP650519","Reservoir Wide","LPCR1169",1965-05-26 08:00:00,1064.751744,,7.1,"",FALSE
163,"LP650519","Reservoir Wide","LPCR1692",1965-05-26 09:00:00,1064.751744,,7.1,"",FALSE
164,"LP650519","Reservoir Wide","LPCR2387",1965-05-26 13:30:00,1064.751744,,7.1,"",FALSE
165,"LP650714","Reservoir Wide","LPCR2387",1965-07-14 15:20:00,1073.82564,,16.17,"",FALSE
166,"LP650714","Reservoir Wide","LPCR1692",1965-07-15 07:30:00,1074.060336,,16.4,"",FALSE
167,"LP650714","Reservoir Wide","LPCR1169",1965-07-15 09:30:00,1074.060336,,16.4,"",FALSE
168,"LP650714","Reservoir Wide","LPSJR193",1965-07-15 13:15:00,1074.060336,,16.4,"",FALSE
169,"LP650714","Reservoir Wide","LPCR0905",1965-07-15 14:45:00,1074.060336,,16.4,"",FALSE
170,"LP650714","Reservoir Wide","LPCR0024",1965-07-22 10:30:00,1075.194192,,17.54,"",FALSE
171,"LP650714","Reservoir Wide","LPCR0453",1965-07-22 14:15:00,1075.194192,,17.54,"",FALSE
172,"LP650811","Forebay ","LPCR0024",1965-08-11 12:00:00,1077.10224,,19.45,"",FALSE
173,"LP651012","Reservoir Wide","LPCR0024",1965-10-12 10:30:00,1076.273184,,18.62,"",FALSE
174,"LP651012","Reservoir Wide","LPCR0453",1965-10-12 14:00:00,1076.273184,,18.62,"",FALSE
175,"LP651012","Reservoir Wide","LPSJR193",1965-10-13 08:30:00,1076.254896,,18.6,"",FALSE
176,"LP651012","Reservoir Wide","LPCR1169",1965-10-13 10:30:00,1076.254896,,18.6,"",FALSE
177,"LP651012","Reservoir Wide","LPCR1692",1965-10-13 13:30:00,1076.254896,,18.6,"",FALSE
178,"LP651012","Reservoir Wide","LPCR2387",1965-10-14 09:15:00,1076.242704,,18.59,"",FALSE
179,"LP651012","Reservoir Wide","LPCR0905",1965-10-14 16:00:00,1076.242704,,18.59,"",FALSE
180,"LP651103","Forebay ","LPCR0024",1965-11-03 14:00:00,1076.4012,,18.75,"",FALSE
181,"LP651203","Forebay ","LPCR0024",1965-12-03 09:15:00,1076.773056,,19.12,"",FALSE
182,"LP660104","Reservoir Wide","LPCR0024",1966-01-04 11:55:00,1077.556392,,19.9,"",FALSE
183,"LP660104","Reservoir Wide","LPSJR193",1966-01-05 09:30:00,1077.58992,,19.93,"",FALSE
184,"LP660104","Reservoir Wide","LPCR1169",1966-01-05 11:55:00,1077.58992,,19.93,"",FALSE
185,"LP660104","Reservoir Wide","LPCR2387",1966-01-06 09:15:00,1077.58992,,19.93,"",FALSE
186,"LP660104","Reservoir Wide","LPCR1692",1966-01-06 12:45:00,1077.58992,,19.93,"",FALSE
187,"LP660104","Reservoir Wide","LPCR0905",1966-01-07 09:00:00,1077.602112,,19.95,"",FALSE
188,"LP660104","Reservoir Wide","LPCR0453",1966-01-07 11:00:00,1077.602112,,19.95,"",FALSE
189,"LP660209","Forebay ","LPCR0024",1966-02-09 09:45:00,1077.382656,,19.73,"",FALSE
190,"LP660309","Forebay ","LPCR0024",1966-03-09 09:15:00,1077.065664,,19.41,"",FALSE
191,"LP660406","Forebay ","LPCR0024",1966-04-06 09:00:00,1078.358016,,20.7,"",FALSE
192,"LP660406","Forebay ","LPCR-0001",1966-04-06 15:15:00,1078.358016,,20.7,"",FALSE
193,"LP660509","Reservoir Wide","LPCR0024",1966-05-09 11:00:00,1079.013336,,21.36,"",FALSE
194,"LP660509","Reservoir Wide","LPSJR193",1966-05-10 07:45:00,1079.147448,,21.49,"",FALSE
195,"LP660509","Reservoir Wide","LPCR1169",1966-05-10 11:45:00,1079.147448,,21.49,"",FALSE
196,"LP660509","Reservoir Wide","LPCR2387",1966-05-11 09:30:00,1079.330328,,21.67,"",FALSE
197,"LP660509","Reservoir Wide","LPCR1692",1966-05-12 10:00:00,1079.470536,,21.81,"",FALSE
198,"LP660509","Reservoir Wide","LPCR0905",1966-05-12 15:15:00,1079.470536,,21.81,"",FALSE
199,"LP660509","Reservoir Wide","LPCR0453",1966-05-13 11:30:00,1079.629032,,21.97,"",FALSE
200,"LP660602","Forebay ","LPCR-0001",1966-06-02 07:15:00,1080.445896,,22.79,"",FALSE
201,"LP660602","Forebay ","LPCR0024",1966-06-02 09:45:00,1080.445896,,22.79,"",FALSE
202,"LP660718","Reservoir Wide","LPCR0453",1966-07-18 15:45:00,1079.674752,,22.02,"",FALSE
203,"LP660718","Reservoir Wide","LPCR0905",1966-07-19 07:45:00,1079.61684,,21.96,"",FALSE
204,"LP660718","Reservoir Wide","LPCR1692",1966-07-19 12:30:00,1079.61684,,21.96,"",FALSE
205,"LP660718","Reservoir Wide","LPCR2387",1966-07-20 08:30:00,1079.565024,,21.91,"",FALSE
206,"LP660718","Reservoir Wide","LPCR1169",1966-07-20 14:45:00,1079.565024,,21.91,"",FALSE
207,"LP660718","Reservoir Wide","LPSJR193",1966-07-21 07:30:00,1079.519304,,21.86,"",FALSE
211,"LP660718","Reservoir Wide","LPNAV124",1966-07-25 09:00:00,1079.26632,,21.61,"",FALSE
212,"LP660718","Reservoir Wide","LPCR0024",1966-07-25 11:30:00,1079.26632,,21.61,"",FALSE
214,"LP660718","Reservoir Wide","LPCR-0001",1966-07-25 15:00:00,1079.26632,,21.61,"",FALSE
215,"LP660809","Forebay ","LPCR0024",1966-08-09 09:30:00,1078.55004,,20.89,"",FALSE
216,"LP660809","Forebay ","LPCR-0001",1966-08-09 14:30:00,1078.55004,,20.89,"",FALSE
217,"LP660919","Forebay ","LPCR0024",1966-09-19 09:45:00,1076.510928,,18.85,"",FALSE
218,"LP660919","Forebay ","LPCR-0001",1966-09-19 15:30:00,1076.510928,,18.85,"",FALSE
219,"LP661003","Reservoir Wide","LPCR0024",1966-10-03 11:15:00,1075.627008,,17.97,"",FALSE
220,"LP661003","Reservoir Wide","LPCR0905",1966-10-03 15:05:00,1075.627008,,17.97,"",FALSE
221,"LP661003","Reservoir Wide","LPSJR193",1966-10-04 08:15:00,1075.563,,17.91,"",FALSE
222,"LP661003","Reservoir Wide","LPCR1692",1966-10-04 15:00:00,1075.563,,17.91,"",FALSE
223,"LP661003","Reservoir Wide","LPCR2387",1966-10-05 07:50:00,1075.4868,,17.83,"",FALSE
224,"LP661003","Reservoir Wide","LPCR1169",1966-10-06 11:00:00,1075.474608,,17.82,"",FALSE
225,"LP661003","Reservoir Wide","LPCR0453",1966-10-06 14:00:00,1075.474608,,17.82,"",FALSE
226,"LP661003","Reservoir Wide","LPCR-0001",1966-10-07 13:15:00,1075.447176,,17.79,"",FALSE
227,"LP661031","Forebay ","LPCR-0001",1966-10-31 10:45:00,1075.066176,,17.41,"",FALSE
228,"LP661031","Forebay ","LPCR0024",1966-10-31 14:00:00,1075.066176,,17.41,"",FALSE
229,"LP661202","Forebay ","LPCR0024",1966-12-02 11:00:00,1073.94756,,16.29,"",FALSE
230,"LP661202","Forebay ","LPCR-0001",1966-12-02 14:00:00,1073.94756,,16.29,"",FALSE
231,"LP670110","Reservoir Wide","LPCR0024",1967-01-10 14:00:00,1072.737504,,15.08,"",FALSE
232,"LP670110","Reservoir Wide","LPSJR193",1967-01-11 13:45:00,1072.68264,51.2,15.03,"",FALSE
233,"LP670110","Reservoir Wide","LPCR1169",1967-01-11 15:45:00,1072.68264,55.8,15.03,"",FALSE
234,"LP670110","Reservoir Wide","LPCR1692",1967-01-12 09:30:00,1072.62168,51.2,14.97,"",FALSE
235,"LP670110","Reservoir Wide","LPCR2387",1967-01-12 12:30:00,1072.62168,17.7,14.97,"",FALSE
236,"LP670110","Reservoir Wide","LPCR0453",1967-01-12 13:45:00,1072.62168,96.9,14.97,"",FALSE
237,"LP670110","Reservoir Wide","LPCR-0001",1967-01-12 16:00:00,1072.62168,,14.97,"",FALSE
238,"LP670110","Reservoir Wide","LPCR0905",1967-01-13 11:00:00,1072.566816,81.7,14.91,"",FALSE
239,"LP670202","Forebay ","LPCR0024",1967-02-02 13:00:00,1072.045608,,14.39,"",FALSE
240,"LP670202","Forebay ","LPCR-0001",1967-02-02 15:15:00,1072.045608,,14.39,"",FALSE
242,"LP670220","Forebay ","LPNAV124",1967-02-20 11:50:00,1071.50916,,13.85,"",FALSE
249,"LP670302","Forebay ","LPCR0024",1967-03-02 11:00:00,1071.372,,13.72,"",FALSE
250,"LP670302","Forebay ","LPCR-0001",1967-03-03 15:00:00,1071.353712,,13.7,"",FALSE
251,"LP670403","Forebay ","LPCR0024",1967-04-03 11:30:00,1070.460648,,12.8,"",FALSE
252,"LP670403","Forebay ","LPCR-0001",1967-04-03 15:45:00,1070.460648,,12.8,"",FALSE
253,"LP670508","Reservoir Wide","LPCR0024",1967-05-08 11:30:00,1068.519072,,10.86,"",FALSE
254,"LP670508","Reservoir Wide","LPCR0453",1967-05-08 14:00:00,1068.519072,,10.86,"",FALSE
255,"LP670508","Reservoir Wide","LPCR0905",1967-05-08 17:00:00,1068.519072,,10.86,"",FALSE
256,"LP670508","Reservoir Wide","LPSJR193",1967-05-09 07:30:00,1068.424584,,10.77,"",FALSE
257,"LP670508","Reservoir Wide","LPCR1169",1967-05-09 10:00:00,1068.424584,,10.77,"",FALSE
258,"LP670508","Reservoir Wide","LPCR1692",1967-05-09 13:00:00,1068.424584,,10.77,"",FALSE
259,"LP670508","Reservoir Wide","LPCR2387",1967-05-09 16:15:00,1068.424584,,10.77,"",FALSE
260,"LP670508","Reservoir Wide","LPCR-0001",1967-05-11 09:30:00,1068.23256,,10.58,"",FALSE
261,"LP670720","Reservoir Wide","LPCR2387",1967-07-20 08:30:00,1076.73648,,19.08,"",FALSE
262,"LP670720","Reservoir Wide","LPCR1692",1967-07-20 11:30:00,1076.73648,,19.08,"",FALSE
263,"LP670720","Reservoir Wide","LPCR1169",1967-07-20 15:30:00,1076.73648,,19.08,"",FALSE
264,"LP670720","Reservoir Wide","LPSJR193",1967-07-21 08:30:00,1076.76696,,19.11,"",FALSE
265,"LP670720","Reservoir Wide","LPCR0905",1967-07-21 09:50:00,1076.76696,,19.11,"",FALSE
266,"LP670720","Reservoir Wide","LPCR0453",1967-07-21 14:30:00,1076.76696,,19.11,"",FALSE
267,"LP670720","Reservoir Wide","LPCR0024",1967-07-25 14:30:00,1076.800488,,19.14,"",FALSE
275,"LP670829","Forebay ","LPNAV124",1967-08-31 12:25:00,1076.090304,,18.43,"",FALSE
276,"LP670905","Forebay ","LPCR0024",1967-09-05 11:15:00,1075.934856,,18.28,"",FALSE
277,"LP670905","Forebay ","LPCR-0001",1967-09-05 14:30:00,1075.934856,,18.28,"",FALSE
278,"LP671003","Reservoir Wide","LPCR2387",1967-10-03 11:20:00,1075.477656,,17.82,"",FALSE
279,"LP671003","Reservoir Wide","LPCR1692",1967-10-03 14:05:00,1075.477656,,17.82,"",FALSE
280,"LP671003","Reservoir Wide","LPCR1169",1967-10-04 08:45:00,1075.465464,,17.81,"",FALSE
281,"LP671003","Reservoir Wide","LPSJR193",1967-10-04 10:25:00,1075.465464,,17.81,"",FALSE
282,"LP671003","Reservoir Wide","LPCR0905",1967-10-04 12:25:00,1075.465464,,17.81,"",FALSE
283,"LP671003","Reservoir Wide","LPCR0453",1967-10-05 08:25:00,1075.447176,,17.79,"",FALSE
284,"LP671003","Reservoir Wide","LPCR0024",1967-10-05 10:00:00,1075.447176,,17.79,"",FALSE
285,"LP671003","Reservoir Wide","LPCR-0001",1967-10-05 14:45:00,1075.447176,,17.79,"",FALSE
286,"LP671031","Forebay ","LPCR0024",1967-10-31 12:15:00,1075.404504,,17.75,"",FALSE
287,"LP671031","Forebay ","LPCR-0001",1967-10-31 14:45:00,1075.404504,,17.75,"",FALSE
288,"LP671205","Forebay ","LPCR-0001",1967-12-05 09:00:00,1075.389264,,17.73,"",FALSE
289,"LP671205","Forebay ","LPCR0024",1967-12-05 12:45:00,1075.389264,,17.73,"",FALSE
290,"LP680109","Reservoir Wide","LPCR1692",1968-01-09 13:45:00,1075.069224,,17.41,"",FALSE
291,"LP680109","Reservoir Wide","LPCR1169",1968-01-10 11:15:00,1075.011312,,17.36,"",FALSE
292,"LP680109","Reservoir Wide","LPCR0905",1968-01-10 14:00:00,1075.011312,,17.36,"",FALSE
293,"LP680109","Reservoir Wide","LPSJR193",1968-01-11 13:00:00,1074.950352,,17.29,"",FALSE
294,"LP680109","Reservoir Wide","LPCR0453",1968-01-12 11:00:00,1074.889392,,17.23,"",FALSE
295,"LP680109","Reservoir Wide","LPCR0024",1968-01-12 14:15:00,1074.889392,,17.23,"",FALSE
296,"LP680109","Reservoir Wide","LPCR-0001",1968-01-15 09:30:00,1074.828432,,17.17,"",FALSE
297,"LP680201","Forebay ","LPCR0024",1968-02-01 10:45:00,1074.438288,,16.78,"",FALSE
298,"LP680201","Forebay ","LPCR-0001",1968-02-01 15:10:00,1074.438288,,16.78,"",FALSE
299,"LP680312","Forebay ","LPCR0024",1968-03-12 10:20:00,1074.261504,,16.61,"",FALSE
300,"LP680312","Forebay ","LPCR-0001",1968-03-12 14:20:00,1074.261504,,16.61,"",FALSE
301,"LP680409","Forebay ","LPCR0024",1968-04-09 10:45:00,1072.268112,,14.61,"",FALSE
302,"LP680409","Forebay ","LPCR-0001",1968-04-09 14:00:00,1072.268112,,14.61,"",FALSE
303,"LP680507","Reservoir Wide","LPCR-0001",1968-05-06 12:20:00,1070.859936,,13.2,"",FALSE
304,"LP680507","Reservoir Wide","LPCR0024",1968-05-07 09:10:00,1070.896512,,13.24,"",FALSE
305,"LP680507","Reservoir Wide","LPSJR193",1968-05-07 14:30:00,1070.896512,,13.24,"",FALSE
306,"LP680507","Reservoir Wide","LPCR1169",1968-05-08 09:30:00,1070.987952,,13.33,"",FALSE
307,"LP680507","Reservoir Wide","LPCR1692",1968-05-08 14:30:00,1070.987952,,13.33,"",FALSE
308,"LP680507","Reservoir Wide","LPCR2387",1968-05-09 08:40:00,1071.134256,,13.48,"",FALSE
309,"LP680507","Reservoir Wide","LPCR0905",1968-05-09 16:00:00,1071.134256,,13.48,"",FALSE
310,"LP680507","Reservoir Wide","LPCR0453",1968-05-10 08:50:00,1071.268368,,13.61,"",FALSE
311,"LP680610","Forebay ","LPCR0024",1968-06-10 09:40:00,1077.336936,,19.68,"",FALSE
312,"LP680610","Forebay ","LPCR-0001",1968-06-10 13:00:00,1077.336936,,19.68,"",FALSE
313,"LP680710","Reservoir Wide","LPCR-0001",1968-07-08 07:35:00,1081.62852,,23.97,"",FALSE
314,"LP680710","Reservoir Wide","LPSJR193",1968-07-10 07:50:00,1081.61328,,23.96,"",FALSE
315,"LP680710","Reservoir Wide","LPCR2387",1968-07-10 15:45:00,1081.61328,,23.96,"",FALSE
316,"LP680710","Reservoir Wide","LPCR1692",1968-07-11 09:30:00,1081.585848,,23.93,"",FALSE
317,"LP680710","Reservoir Wide","LPCR1169",1968-07-11 12:10:00,1081.585848,,23.93,"",FALSE
318,"LP680710","Reservoir Wide","LPCR0905",1968-07-11 14:00:00,1081.585848,,23.93,"",FALSE
319,"LP680710","Reservoir Wide","LPCR0453",1968-07-12 07:30:00,1081.540128,,23.88,"",FALSE
320,"LP680710","Reservoir Wide","LPCR0024",1968-07-12 09:30:00,1081.540128,,23.88,"",FALSE
321,"LP680905","Forebay ","LPCR0024",1968-09-05 13:30:00,1081.463928,,23.81,"",FALSE
322,"LP680905","Forebay ","LPCR-0001",1968-09-06 10:00:00,1081.39992,,23.74,"",FALSE
323,"LP681009","Reservoir Wide","LPCR2387",1968-10-09 10:15:00,1080.650112,,22.99,"",FALSE
324,"LP681009","Reservoir Wide","LPCR1692",1968-10-09 13:30:00,1080.650112,,22.99,"",FALSE
325,"LP681009","Reservoir Wide","LPCR1169",1968-10-10 09:35:00,1080.628776,,22.97,"",FALSE
326,"LP681009","Reservoir Wide","LPSJR193",1968-10-10 11:50:00,1080.628776,,22.97,"",FALSE
327,"LP681009","Reservoir Wide","LPCR0905",1968-10-10 14:15:00,1080.628776,,22.97,"",FALSE
328,"LP681009","Reservoir Wide","LPCR0453",1968-10-11 08:00:00,1080.589152,,22.93,"",FALSE
329,"LP681009","Reservoir Wide","LPCR0024",1968-10-11 10:40:00,1080.589152,,22.93,"",FALSE
330,"LP681009","Reservoir Wide","LPCR-0001",1968-10-11 13:30:00,1080.589152,,22.93,"",FALSE
331,"LP681105","Forebay ","LPCR0024",1968-11-05 09:45:00,1079.964312,,22.31,"",FALSE
332,"LP681105","Forebay ","LPCR-0001",1968-11-05 14:30:00,1079.964312,,22.31,"",FALSE
333,"LP681205","Forebay ","LPCR0024",1968-12-05 09:45:00,1079.363856,,21.71,"",FALSE
334,"LP681205","Forebay ","LPCR-0001",1968-12-05 14:00:00,1079.363856,,21.71,"",FALSE
335,"LP690113","Reservoir Wide","LPCR0024",1969-01-13 09:20:00,1078.924944,,21.27,"",FALSE
336,"LP690113","Reservoir Wide","LPCR2387",1969-01-14 11:15:00,1078.903608,,21.25,"",FALSE
337,"LP690113","Reservoir Wide","LPCR1692",1969-01-14 14:30:00,1078.903608,,21.25,"",FALSE
338,"LP690113","Reservoir Wide","LPCR1169",1969-01-15 11:00:00,1078.882272,,21.23,"",FALSE
339,"LP690113","Reservoir Wide","LPSJR193",1969-01-15 15:20:00,1078.882272,,21.23,"",FALSE
340,"LP690113","Reservoir Wide","LPCR0905",1969-01-16 09:15:00,1078.891416,,21.24,"",FALSE
341,"LP690113","Reservoir Wide","LPCR0453",1969-01-16 11:40:00,1078.891416,,21.24,"",FALSE
342,"LP690113","Reservoir Wide","LPCR-0001",1969-01-16 14:30:00,1078.891416,,21.24,"",FALSE
343,"LP690211","Forebay ","LPCR-0001",1969-02-11 08:30:00,1079.2968,,21.64,"",FALSE
344,"LP690211","Forebay ","LPCR0024",1969-02-11 10:30:00,1079.2968,,21.64,"",FALSE
345,"LP690318","Forebay ","LPCR0024",1969-03-18 10:25:00,1080.128904,,22.47,"",FALSE
346,"LP690318","Forebay ","LPCR-0001",1969-03-18 14:00:00,1080.128904,,22.47,"",FALSE
347,"LP690415","Forebay ","LPCR0024",1969-04-15 10:30:00,1080.982344,,23.33,"",FALSE
348,"LP690415","Forebay ","LPCR-0001",1969-04-15 14:15:00,1080.982344,,23.33,"",FALSE
349,"LP690514","Reservoir Wide","LPCR-0001",1969-05-13 07:50:00,1084.81368,,27.16,"",FALSE
350,"LP690514","Reservoir Wide","LPSJR193",1969-05-14 07:40:00,1084.978272,,27.32,"",FALSE
351,"LP690514","Reservoir Wide","LPCR2387",1969-05-14 14:50:00,1084.978272,,27.32,"",FALSE
352,"LP690514","Reservoir Wide","LPCR1692",1969-05-15 09:00:00,1085.14896,,27.49,"",FALSE
353,"LP690514","Reservoir Wide","LPCR1169",1969-05-15 11:50:00,1085.14896,,27.49,"",FALSE
354,"LP690514","Reservoir Wide","LPCR0905",1969-05-15 14:45:00,1085.14896,,27.49,"",FALSE
355,"LP690514","Reservoir Wide","LPCR0453",1969-05-16 08:30:00,1085.322696,,27.67,"",FALSE
356,"LP690514","Reservoir Wide","LPCR0024",1969-05-16 11:00:00,1085.322696,,27.67,"",FALSE
357,"LP690723","Reservoir Wide","LPCR2387",1969-07-23 15:35:00,1091.497944,,33.84,"",FALSE
358,"LP690723","Reservoir Wide","LPCR1692",1969-07-24 10:30:00,1091.507088,,33.85,"",FALSE
359,"LP690723","Reservoir Wide","LPCR1169",1969-07-24 12:15:00,1091.507088,,33.85,"",FALSE
360,"LP690723","Reservoir Wide","LPSJR193",1969-07-25 08:10:00,1091.485752,,33.83,"",FALSE
361,"LP690723","Reservoir Wide","LPCR0905",1969-07-25 09:05:00,1091.485752,,33.83,"",FALSE
362,"LP690723","Reservoir Wide","LPCR0453",1969-07-25 10:45:00,1091.485752,,33.83,"",FALSE
363,"LP690723","Reservoir Wide","LPCR0024",1969-07-25 13:25:00,1091.485752,,33.83,"",FALSE
364,"LP690723","Reservoir Wide","LPCR-0001",1969-07-28 08:00:00,1091.452224,,33.8,"",FALSE
365,"LP690827","Forebay ","LPCR0024",1969-08-27 09:15:00,1090.077576,,32.42,"",FALSE
366,"LP690827","Forebay ","LPCR-0001",1969-08-27 14:25:00,1090.077576,,32.42,"",FALSE
367,"LP690922","Forebay ","LPCR0024",1969-09-22 09:40:00,1089.272904,,31.62,"",FALSE
368,"LP690922","Forebay ","LPCR-0001",1969-09-22 14:30:00,1089.272904,,31.62,"",FALSE
369,"LP691105","Reservoir Wide","LPCR-0001",1969-11-05 10:10:00,1089.641712,,31.99,"",FALSE
370,"LP691105","Reservoir Wide","LPCR0024",1969-11-05 10:45:00,1089.641712,,31.99,"",FALSE
371,"LP691105","Reservoir Wide","LPCR0905",1969-11-05 13:30:00,1089.641712,,31.99,"",FALSE
372,"LP691105","Reservoir Wide","LPCR1692",1969-11-05 16:00:00,1089.641712,,31.99,"",FALSE
373,"LP691105","Reservoir Wide","LPCR2387",1969-11-06 11:30:00,1089.620376,,31.96,"",FALSE
374,"LP691105","Reservoir Wide","LPCR1169",1969-11-06 15:00:00,1089.620376,,31.96,"",FALSE
375,"LP691105","Reservoir Wide","LPSJR193",1969-11-07 09:30:00,1089.617328,,31.96,"",FALSE
376,"LP691105","Reservoir Wide","LPCR0453",1969-11-07 12:45:00,1089.617328,,31.96,"",FALSE
377,"LP691216","Forebay ","LPCR0024",1969-12-16 10:30:00,1088.91324,,31.26,"",FALSE
378,"LP691216","Forebay ","LPCR-0001",1969-12-16 15:00:00,1088.91324,,31.26,"",FALSE
379,"LP700107","Reservoir Wide","LPCR0024",1970-01-07 09:30:00,1088.404224,,30.75,"",FALSE
380,"LP700107","Reservoir Wide","LPCR0905",1970-01-07 12:00:00,1088.404224,,30.75,"",FALSE
381,"LP700107","Reservoir Wide","LPSJR193",1970-01-07 13:20:00,1088.404224,,30.75,"",FALSE
382,"LP700107","Reservoir Wide","LPCR1169",1970-01-07 14:50:00,1088.404224,,30.75,"",FALSE
383,"LP700107","Reservoir Wide","LPCR1692",1970-01-07 16:30:00,1088.404224,,30.75,"",FALSE
384,"LP700107","Reservoir Wide","LPCR2387",1970-01-08 10:30:00,1088.324976,,30.67,"",FALSE
385,"LP700107","Reservoir Wide","LPCR0453",1970-01-09 10:40:00,1088.254872,,30.6,"",FALSE
386,"LP700107","Reservoir Wide","LPCR-0001",1970-01-09 14:15:00,1088.254872,,30.6,"",FALSE
387,"LP700204","Forebay ","LPCR0024",1970-02-04 10:00:00,1087.93788,,30.28,"",FALSE
388,"LP700204","Forebay ","LPCR-0001",1970-02-04 14:30:00,1087.93788,,30.28,"",FALSE
389,"LP700313","Forebay ","LPCR-0001",1970-03-12 14:00:00,1088.550528,,30.89,"",FALSE
390,"LP700313","Forebay ","LPCR0024",1970-03-13 10:15:00,1088.559672,,30.9,"",FALSE
391,"LP700408","Forebay ","LPCR0024",1970-04-08 10:15:00,1088.123808,,30.47,"",FALSE
392,"LP700408","Forebay ","LPCR-0001",1970-04-08 14:45:00,1088.123808,,30.47,"",FALSE
393,"LP700504","Reservoir Wide","LPCR0024",1970-05-04 12:45:00,1087.127112,,29.47,"",FALSE
394,"LP700504","Reservoir Wide","LPCR0453",1970-05-05 08:30:00,1087.124064,,29.47,"",FALSE
395,"LP700504","Reservoir Wide","LPSJR193",1970-05-05 11:15:00,1087.124064,,29.47,"",FALSE
396,"LP700504","Reservoir Wide","LPCR0905",1970-05-06 08:30:00,1087.11492,,29.46,"",FALSE
397,"LP700504","Reservoir Wide","LPCR1692",1970-05-06 13:30:00,1087.11492,,29.46,"",FALSE
398,"LP700504","Reservoir Wide","LPCR2387",1970-05-07 08:45:00,1087.151496,,29.5,"",FALSE
399,"LP700504","Reservoir Wide","LPCR1169",1970-05-07 13:10:00,1087.151496,,29.5,"",FALSE
400,"LP700504","Reservoir Wide","LPCR-0001",1970-05-08 12:45:00,1087.2216,,29.57,"",FALSE
401,"LP700708","Reservoir Wide","LPCR2387",1970-07-08 07:15:00,1097.5086,,39.85,"",FALSE
402,"LP700708","Reservoir Wide","LPCR1692",1970-07-08 11:00:00,1097.5086,,39.85,"",FALSE
403,"LP700708","Reservoir Wide","LPCR1169",1970-07-08 13:30:00,1097.5086,,39.85,"",FALSE
404,"LP700708","Reservoir Wide","LPSJR193",1970-07-08 14:20:00,1097.5086,,39.85,"",FALSE
405,"LP700708","Reservoir Wide","LPCR0905",1970-07-09 10:45:00,1097.536032,,39.88,"",FALSE
406,"LP700708","Reservoir Wide","LPCR0024",1970-07-15 08:40:00,1097.819496,,40.16,"",FALSE
407,"LP700708","Reservoir Wide","LPCR0453",1970-07-15 11:45:00,1097.819496,,40.16,"",FALSE
408,"LP700708","Reservoir Wide","LPCR-0001",1970-07-15 14:30:00,1097.819496,,40.16,"",FALSE
409,"LP700812","Forebay ","LPCR0024",1970-08-12 09:50:00,1097.255616,,39.6,"",FALSE
410,"LP700812","Forebay ","LPCR-0001",1970-08-12 14:20:00,1097.255616,,39.6,"",FALSE
411,"LP700902","Forebay ","LPCR-0001",1970-09-02 08:00:00,1096.527144,,38.87,"",FALSE
412,"LP700902","Forebay ","LPCR0024",1970-09-02 10:20:00,1096.527144,,38.87,"",FALSE
413,"LP701008","Reservoir Wide","LPCR2387",1970-10-08 09:20:00,1097.014824,,39.36,"",FALSE
414,"LP701008","Reservoir Wide","LPCR1692",1970-10-08 11:15:00,1097.014824,,39.36,"",FALSE
415,"LP701008","Reservoir Wide","LPCR1169",1970-10-08 15:15:00,1097.014824,,39.36,"",FALSE
416,"LP701008","Reservoir Wide","LPSJR193",1970-10-09 07:45:00,1097.011776,,39.36,"",FALSE
417,"LP701008","Reservoir Wide","LPCR0905",1970-10-09 08:45:00,1097.011776,,39.36,"",FALSE
